           Model      ATM       Date  Predicted_Withdrawal  Refill_Amount   Stock  Refilled  Out_of_Cash  Day_Cost
LinearRegression Z0646002 2006-10-04                29,905              0  95,386         0            0         0
LinearRegression Z0646002 2006-10-05                25,819              0  69,567         0            0         0
LinearRegression Z0646002 2006-10-06                29,498              0  40,069         0            0         0
LinearRegression Z0646002 2006-10-07                31,053              0   9,016         0            0         0
LinearRegression Z0646002 2006-10-08                 9,016              0       0         0            0         0
LinearRegression Z1031001 2006-10-02                11,953         55,700  43,747         1            0       557
LinearRegression Z1031001 2006-10-03                 9,619              0  34,128         0            0         0
LinearRegression Z1031001 2006-10-04                 9,643              0  24,485         0            0         0
LinearRegression Z1031001 2006-10-05                 4,970              0  19,514         0            0         0
LinearRegression Z1031001 2006-10-06                 3,302              0  16,212         0            0         0
LinearRegression Z1031001 2006-10-07                 8,393              0   7,819         0            0         0
LinearRegression Z1031001 2006-10-08                 7,819              0       0         0            0         0
LinearRegression Z1524001 2006-10-02                30,033        142,656 112,623         1            0     1,427
LinearRegression Z1524001 2006-10-03                19,500              0  93,123         0            0         0
LinearRegression Z1524001 2006-10-04                19,739              0  73,383         0            0         0
LinearRegression Z1524001 2006-10-05                20,261              0  53,123         0            0         0
LinearRegression Z1524001 2006-10-06                20,464              0  32,659         0            0         0
LinearRegression Z1524001 2006-10-07                24,519              0   8,139         0            0         0
LinearRegression Z1524001 2006-10-08                 8,139              0       0         0            0         0
LinearRegression Z0276001 2006-10-09                62,855        393,643 330,788         1            0     3,936
LinearRegression Z0276001 2006-10-10               156,750              0 174,038         0            0         0
LinearRegression Z0276001 2006-10-11                57,941              0 116,097         0            0         0
LinearRegression Z0276001 2006-10-12                41,355              0  74,741         0            0         0
LinearRegression Z0276001 2006-10-13                48,574              0  26,167         0            0         0
LinearRegression Z0276001 2006-10-14                14,896              0  11,270         0            0         0
LinearRegression Z0276001 2006-10-15                11,270              0       0         0            0         0
LinearRegression Z0386002 2006-10-09                71,948        313,454 241,506         1            0     3,135
LinearRegression Z0386002 2006-10-10                36,698              0 204,808         0            0         0
LinearRegression Z0386002 2006-10-11                40,106              0 164,701         0            0         0
LinearRegression Z0386002 2006-10-12                60,765              0 103,936         0            0         0
LinearRegression Z0386002 2006-10-13                64,273              0  39,663         0            0         0
LinearRegression Z0386002 2006-10-14                14,643              0  25,020         0            0         0
LinearRegression Z0386002 2006-10-15                25,020              0       0         0            0         0
LinearRegression Z0646002 2006-10-09                64,914        505,297 440,384         1            0     5,053
LinearRegression Z0646002 2006-10-10                62,248              0 378,136         0            0         0
LinearRegression Z0646002 2006-10-11               112,158              0 265,978         0            0         0
LinearRegression Z0646002 2006-10-12                85,107              0 180,871         0            0         0
LinearRegression Z0646002 2006-10-13               122,393              0  58,478         0            0         0
LinearRegression Z0646002 2006-10-14                37,732              0  20,747         0            0         0
LinearRegression Z0646002 2006-10-15                20,747              0       0         0            0         0
LinearRegression Z1031001 2006-10-09                25,432        269,851 244,419         1            0     2,699
LinearRegression Z1031001 2006-10-10                47,856              0 196,563         0            0         0
LinearRegression Z1031001 2006-10-11                84,677              0 111,886         0            0         0
LinearRegression Z1031001 2006-10-12                34,745              0  77,141         0            0         0
LinearRegression Z1031001 2006-10-13                33,297              0  43,843         0            0         0
LinearRegression Z1031001 2006-10-14                19,303              0  24,540         0            0         0
LinearRegression Z1031001 2006-10-15                24,540              0       0         0            0         0
LinearRegression Z1524001 2006-10-09                46,096        349,776 303,681         1            0     3,498
LinearRegression Z1524001 2006-10-10                35,794              0 267,887         0            0         0
LinearRegression Z1524001 2006-10-11                57,263              0 210,623         0            0         0
LinearRegression Z1524001 2006-10-12                64,526              0 146,097         0            0         0
LinearRegression Z1524001 2006-10-13                77,519              0  68,578         0            0         0
LinearRegression Z1524001 2006-10-14                42,835              0  25,743         0            0         0
LinearRegression Z1524001 2006-10-15                25,743              0       0         0            0         0
LinearRegression Z0276001 2006-10-16                75,946        391,350 315,404         1            0     3,914
LinearRegression Z0276001 2006-10-17               180,215              0 135,189         0            0         0
LinearRegression Z0276001 2006-10-18                51,801              0  83,388         0            0         0
LinearRegression Z0276001 2006-10-19                28,551              0  54,837         0            0         0
LinearRegression Z0276001 2006-10-20                36,556              0  18,281         0            0         0
LinearRegression Z0276001 2006-10-21                 8,920              0   9,361         0            0         0
LinearRegression Z0276001 2006-10-22                 9,361              0       0         0            0         0
LinearRegression Z0386002 2006-10-16                56,480        260,707 204,227         1            0     2,607
LinearRegression Z0386002 2006-10-17                79,799              0 124,427         0            0         0
LinearRegression Z0386002 2006-10-18                40,529              0  83,898         0            0         0
LinearRegression Z0386002 2006-10-19                26,181              0  57,717         0            0         0
LinearRegression Z0386002 2006-10-20                29,515              0  28,202         0            0         0
LinearRegression Z0386002 2006-10-21                 9,365              0  18,837         0            0         0
LinearRegression Z0386002 2006-10-22                18,837              0       0         0            0         0
LinearRegression Z0646002 2006-10-16               115,026        420,388 305,361         1            0     4,204
LinearRegression Z0646002 2006-10-17                75,469              0 229,892         0            0         0
LinearRegression Z0646002 2006-10-18                84,246              0 145,646         0            0         0
