  Model      ATM       Date  Predicted_Withdrawal  Refill_Amount   Stock  Refilled  Out_of_Cash  Day_Cost
XGBoost Z0276001 2006-10-23                45,539        269,428 223,889         1            0     2,694
XGBoost Z0276001 2006-10-24                42,313              0 181,576         0            0         0
XGBoost Z0276001 2006-10-25                52,928              0 128,648         0            0         0
XGBoost Z0276001 2006-10-26                39,634              0  89,014         0            0         0
XGBoost Z0276001 2006-10-27                43,907              0  45,108         0            0         0
XGBoost Z0276001 2006-10-28                28,461              0  16,647         0            0         0
XGBoost Z0276001 2006-10-29                16,647              0       0         0            0         0
XGBoost Z0386002 2006-10-23                76,166        235,823 159,657         1            0     2,358
XGBoost Z0386002 2006-10-24                35,402              0 124,256         0            0         0
XGBoost Z0386002 2006-10-25                24,704              0  99,552         0            0         0
XGBoost Z0386002 2006-10-26                29,375              0  70,177         0            0         0
XGBoost Z0386002 2006-10-27                35,943              0  34,233         0            0         0
